dbcellid,x,y,z,goog14r0seg1_baseid,google_aggloid,dbcelltype,dbsubcelltype,dbsubcelltype2,dbsubcelltype3,nrvoxels,circulardepth
49363,0,0,0,0,0,UNKNOWN0,0,0,0,0,780
49364,0,0,0,0,0,UNKNOWN0,0,0,0,0,780
49365,0,0,0,0,0,UNKNOWN0,0,0,0,0,780
49366,0,0,0,0,0,UNKNOWN0,0,0,0,0,780
49367,0,0,0,0,0,UNKNOWN0,0,0,0,0,780
49368,0,0,0,0,0,UNKNOWN0,0,0,0,0,780
49369,0,0,0,0,0,UNKNOWN0,0,0,0,0,780
49370,0,0,0,0,0,UNKNOWN0,0,0,0,0,780
49371,0,0,0,0,0,UNKNOWN0,0,0,0,0,780
49372,0,0,0,0,0,UNKNOWN0,0,0,0,0,780
49373,0,0,0,0,0,UNKNOWN0,0,0,0,0,780
49374,0,0,0,0,0,UNKNOWN0,0,0,0,0,780
36167,334046,102775,0,0,0,PYRAMIDAL,0,0,0,256,918
4702,173580,201477,0,5579334176,5579334176,UNCLASSIFIEDNEURON,0,0,0,768,2350
7469,248108,170760,0,4577384303,4577384303,UNKNOWN2,0,0,0,258,1789
36165,332066,99901,0,1872623538,2221907190,UNCLASSIFIEDNEURON,16,0,0,258,914
43352,320388,56535,0,329473037,518394751,PYRAMIDAL,0,0,0,258,721
70,252217,157717,0,3878434783,4140785655,UNCLASSIFIEDNEURON,16,0,0,516,1691
3939,235519,121325,0,0,0,OLIGO,0,0,0,5,1543
9,261276,167076,0,4403223577,4403223577,UNKNOWN2,1,0,0,517,1694
2812,165734,214104,0,5171280143,6001333651,UNKNOWN2,0,0,0,262,2469
7926,248170,130637,0,3034439594,3034439594,PYRAMIDAL,0,0,0,262,1545
36132,327609,133276,0,0,0,OLIGO,0,0,0,8,1119
4452,210348,199403,0,5086273205,5522346494,UNCLASSIFIEDNEURON,0,0,0,264,2163
1461,192286,188530,0,5157819297,5172345933,ASTROCYTE,0,0,0,265,2182
7901,249259,139493,0,2815862747,3412824762,UNKNOWN2,0,0,0,777,1595
15548,250765,102391,0,1855788018,2044652409,PYRAMIDAL,0,0,0,1033,1349
28275,144847,215286,0,3950855757,6044173476,PYRAMIDAL,0,0,256,1033,2552
1101,213367,173161,0,4285598280,4634416971,UNCLASSIFIEDNEURON,0,0,0,266,1984
32169,149332,206304,0,5578867584,5724337188,UNCLASSIFIEDNEURON,0,0,16,522,2472
33117,183310,213889,0,0,0,OLIGO,0,0,0,11,2389
23120,307568,74186,0,0,0,PYRAMIDAL,0,0,0,267,895
916,196225,163822,0,3396820614,4255462671,UNCLASSIFIEDNEURON,16,0,0,523,1998
6563,200463,204091,0,0,0,OLIGO,0,0,0,12,2242
22336,271739,118678,0,2860423543,2860423544,OLIGO,0,0,0,12,1352
28046,267038,155989,0,4097625100,4112181845,UNKNOWN0,0,0,0,12,1599
32804,138031,180398,0,0,0,OLIGO,0,0,0,13,2304
36486,139418,188949,0,0,0,OLIGO,0,0,0,13,2367
42433,108859,203699,0,0,0,OLIGO,0,0,0,13,2527
22333,277097,140014,0,3501101667,3544772446,UNKNOWN2,0,0,0,269,1451
2581,164903,160888,0,0,0,ASTROCYTE,0,0,0,14,2088
15547,252322,96504,0,2030007687,2117364064,MG_OPC,0,0,0,14,1303
36006,241886,115144,0,2641030151,2742973089,OLIGO,0,0,0,14,1473
36325,171604,210707,0,0,0,MG_OPC,0,0,0,14,2421
19012,296757,143161,0,3647329835,3647329835,UNCLASSIFIEDNEURON,16,0,0,270,1357
2565,168840,165444,0,0,0,OLIGO,0,0,0,15,2110
36566,147200,227866,0,0,0,OLIGO,0,0,0,15,2636
47888,301058,186074,0,0,0,MG_OPC,0,0,0,15,1545
47921,213278,232444,0,0,0,OLIGO,0,0,0,15,2330
27627,297423,57749,0,794148878,823262795,UNKNOWN2,0,0,0,271,842
30064,118209,209732,0,5460716403,5824908589,UNCLASSIFIEDNEURON,0,0,0,271,2566
2193,159823,185012,0,0,0,OLIGO,0,0,0,16,2282
27264,345472,72939,0,0,0,MG_OPC,0,0,0,16,685
43217,242953,95850,0,0,0,MG_OPC,0,0,0,16,1339
43242,271266,72846,0,851749981,1011791028,PYRAMIDAL,0,0,0,784,1061
7920,251167,138204,0,3471140815,3514811126,OLIGO,0,0,0,17,1578
28143,307907,123729,0,0,0,OLIGO,0,0,0,17,1185
28171,318167,141873,0,0,0,OLIGO,0,0,0,17,1221
14332,273527,113356,0,0,0,MG_OPC,0,0,0,18,1311
47764,231170,220885,0,5420563630,6280007087,OLIGO,0,0,0,18,2160
7464,196004,121620,0,2916097561,2945226316,UNCLASSIFIEDNEURON,0,0,0,274,1701
4260,189391,184440,0,0,0,OLIGO,0,0,0,19,2167
8388,263554,151075,0,3879165139,3937378666,MG_OPC,0,0,0,19,1590
13110,304457,154220,0,0,0,OLIGO,0,0,0,19,1369
17023,252582,117726,0,2816109501,2830666676,OLIGO,0,0,0,19,1441
36955,217142,211196,0,0,0,OLIGO,0,0,0,19,2193
42068,349400,115041,0,0,0,OLIGO,0,0,0,19,892
42440,117364,190366,0,0,0,MG_OPC,0,0,0,19,2414
6539,202487,154119,0,0,0,MG_OPC,0,0,0,20,1906
26702,365082,89399,0,0,0,MG_OPC,0,0,0,20,663
36283,179225,202022,0,0,0,OLIGO,0,0,0,20,2330
36591,134413,216932,0,0,0,MG_OPC,0,0,0,20,2593
36789,113350,215379,0,0,0,OLIGO,0,0,0,20,2617
39312,364233,82995,0,0,0,OLIGO,0,0,0,20,634
42395,98462,208058,0,0,0,UNKNOWN0,0,0,0,20,2564
47901,148985,249758,0,0,0,OLIGO,0,0,0,20,2782
75,248291,163723,0,0,0,MG_OPC,0,0,0,21,1747
699,225081,168635,0,0,0,OLIGO,0,0,0,21,1898
1474,200494,195067,0,0,0,MG_OPC,0,0,0,21,2186
2194,160285,185435,0,0,0,OLIGO,0,0,0,21,2284
6672,218879,195737,0,0,0,OLIGO,0,0,0,21,2095
7928,248196,132582,0,0,0,MG_OPC,0,0,0,21,1557
36289,174852,155622,0,0,0,OLIGO,0,0,0,21,2019
42326,97357,198475,0,0,0,OLIGO,0,0,0,21,2488
42388,98237,194292,0,0,0,MG_OPC,0,0,0,21,2454
44967,229064,92849,0,0,0,UNKNOWN0,0,0,0,21,1375
45096,205212,112172,0,0,0,MG_OPC,0,0,0,21,1601
47828,253371,242160,0,0,0,OLIGO,0,0,0,21,2105
1495,188744,203985,0,5579876086,5579876086,UNCLASSIFIEDNEURON,16,0,0,789,2299
2557,178404,171418,0,0,0,MG_OPC,0,0,0,22,2121
5150,208151,134028,0,0,0,MG_OPC,0,0,0,22,1744
13066,249328,175608,0,0,0,OLIGO,0,0,0,22,1810
14199,298390,131851,0,3181558644,3283444041,MG_OPC,0,0,0,22,1285
4137,229214,199481,0,4605827136,5231729013,UNCLASSIFIEDNEURON,0,0,0,278,2059
10003,265650,160169,0,4068350037,4126710835,ASTROCYTE,0,0,0,278,1631
18368,329625,101964,0,1479535665,1697906518,PYRAMIDAL,0,0,0,534,939
397,199518,174298,0,0,0,OLIGO,0,0,0,23,2055
8251,239846,153243,0,4009376218,4009376218,OLIGO,0,0,0,23,1728
4275,177850,203865,0,5550146725,5579290887,UNKNOWN2,0,0,0,535,2348
22334,280045,139533,0,3122949934,3181194073,PYRAMIDAL,0,0,0,535,1432
26415,330951,85096,0,548327528,956250342,PYRAMIDAL,0,0,0,791,836
202,254181,165926,0,4373876684,4432016978,MG_OPC,0,0,0,24,1728
1465,199205,189655,0,0,0,MG_OPC,0,0,0,24,2158
4757,233072,173355,0,0,0,MG_OPC,0,0,0,24,1886
14129,275910,146969,0,3588502869,3792215706,OLIGO,0,0,0,24,1498
35061,134569,230183,0,0,0,OLIGO,0,0,0,24,2693
42251,371887,90704,0,0,0,UNKNOWN0,0,0,0,24,629
42578,386530,74213,0,0,0,MG_OPC,0,0,0,24,454
42585,387638,100570,0,0,0,MG_OPC,0,0,0,24,581
47678,186252,258815,0,0,0,OLIGO,0,0,0,24,2630
47916,251558,198393,0,0,0,OLIGO,0,0,0,24,1920
73,250502,163290,0,0,0,UNKNOWN0,0,0,0,25,1733
513,239059,157978,0,4023949358,4169476331,MG_OPC,0,0,0,25,1761
4450,210059,204094,0,0,0,OLIGO,0,0,0,25,2192
43308,321591,64506,0,0,0,OLIGO,0,0,0,25,764
44749,293862,51475,0,619345240,633917170,OLIGO,0,0,0,25,818
4096,223750,187313,0,0,0,PYRAMIDAL,0,0,0,281,2019
18869,282271,99224,0,2089331373,2089331373,INTERNEURON,128,0,0,281,1179
36317,163507,209262,0,3834428866,5404911644,PYRAMIDAL,0,0,0,537,2444
533,227687,158271,0,0,0,OLIGO,0,0,0,26,1820
2748,179437,150503,0,0,0,OLIGO,0,0,0,26,1966
17631,178600,213528,0,0,0,OLIGO,0,0,0,26,2409
18044,224946,102955,0,0,0,OLIGO,0,0,0,26,1462
26565,365138,99983,0,0,0,MG_OPC,0,0,0,26,718
36938,206068,207070,0,0,0,OLIGO,0,0,0,26,2231
42405,102871,213250,0,0,0,MG_OPC,0,0,0,26,2606
43338,303263,58327,0,0,0,OLIGO,0,0,0,26,818
374,221563,157640,0,0,0,OLIGO,0,0,0,27,1845
1498,185926,207081,0,0,0,MG_OPC,0,0,0,27,2333
4697,170448,202204,0,0,0,OLIGO,0,0,0,27,2367
4754,234906,176536,0,0,0,OLIGO,0,0,0,27,1895
7461,199341,127111,0,0,0,MG_OPC,0,0,0,27,1729
28071,274974,157521,0,4127016502,4156116281,MG_OPC,0,0,0,27,1562
32811,132459,185183,0,0,0,OLIGO,0,0,0,27,2352
44751,286810,57938,0,0,0,MG_OPC,0,0,0,27,893
1011,189316,144881,0,0,0,OLIGO,0,0,0,28,1892
18002,226922,136733,0,3426651544,3397463594,OLIGO,0,0,0,28,1684
36484,140467,188492,0,0,0,OLIGO,0,0,0,28,2361
36818,106764,222094,0,6290388242,6290388242,OLIGO,0,0,0,28,2675
36946,207480,210096,0,5304601731,5929845729,MG_OPC,0,0,0,28,2241
42396,101392,209205,0,0,0,OLIGO,0,0,0,28,2574
42404,103594,210234,0,0,0,OLIGO,0,0,0,28,2581
48544,323344,47686,0,0,0,OLIGO,0,0,0,28,651
4259,190449,182754,0,4808416843,4983058500,ASTROCYTE,0,0,0,284,2151
13112,296740,153104,0,3734703248,3836574531,ASTROCYTE,0,0,0,284,1410
14210,310480,121068,0,2439375692,2701623530,PYRAMIDAL,0,0,0,540,1155
701,222782,168339,0,0,0,OLIGO,0,0,0,29,1908
1349,176383,232175,0,6554812750,6642097479,OLIGO,0,0,0,29,2538
1459,191022,194186,0,0,0,MG_OPC,0,0,0,29,2225
3918,240469,128463,0,3165088249,3194202411,OLIGO,0,0,0,29,1567
5737,130955,199975,0,0,0,OLIGO,0,0,0,29,2470
7927,247521,131804,0,0,0,OLIGO,0,0,0,29,1555
22332,284300,138839,0,0,0,MG_OPC,0,0,0,29,1404
35010,119701,221323,0,0,0,OLIGO,0,0,0,29,2656
36635,136873,225711,0,0,0,OLIGO,0,0,0,29,2653
42327,93020,201640,0,0,0,OLIGO,0,0,0,29,2512
42444,118612,200238,0,0,0,MG_OPC,0,0,0,29,2491
42533,159203,155396,0,0,0,OLIGO,0,0,0,29,2063
14656,230731,189200,0,5057159240,5202759806,ASTROCYTE,0,0,0,285,1992
18051,234904,115479,0,2626443949,2713625085,UNCLASSIFIEDNEURON,0,0,0,285,1506
1468,202353,193201,0,0,0,OLIGO,0,0,0,30,2165
2813,168291,216429,0,0,0,OLIGO,0,0,0,30,2474
6908,169742,160868,0,0,0,OLIGO,0,0,0,30,2073
7012,210188,142414,0,0,0,OLIGO,0,0,0,30,1794
7470,247048,171220,0,4388010508,4606469597,OLIGO,0,0,0,30,1798
14331,272990,114627,0,0,0,MG_OPC,0,0,0,30,1321
18854,259504,133663,0,3354959400,3354959411,OLIGO,0,0,0,30,1507
23153,316173,54020,0,0,0,OLIGO,0,0,0,30,727
28314,140031,224880,0,0,0,MG_OPC,0,0,0,30,2637
30352,127700,189716,0,0,0,MG_OPC,0,0,0,30,2395
32843,97564,202349,0,0,0,OLIGO,0,0,0,30,2519
36279,180282,164755,0,0,0,MG_OPC,0,0,0,30,2066
36450,148181,219347,0,0,0,OLIGO,0,0,0,30,2571
42393,102195,203605,0,0,0,OLIGO,0,0,0,30,2529
45074,118621,178371,0,0,0,OLIGO,0,0,0,30,2318
2759,173721,147785,0,0,0,OLIGO,0,0,0,31,1965
10005,267776,159750,0,4214096858,4214096858,OLIGO,0,0,0,31,1616
14340,279974,117708,0,0,0,OLIGO,0,0,0,31,1304
18004,226290,127290,0,2946308014,3135491770,OLIGO,0,0,0,31,1623
21247,346295,97933,0,0,0,OLIGO,0,0,0,31,820
32823,121505,194653,0,0,0,OLIGO,0,0,0,31,2443
33120,185156,226259,0,0,0,OLIGO,0,0,0,31,2457
36285,185180,203642,0,0,0,OLIGO,0,0,0,31,2314
36593,135832,217265,0,0,0,OLIGO,0,0,0,31,2592
36768,117076,231813,0,0,0,OLIGO,0,0,0,31,2742
36956,214080,217350,0,0,0,OLIGO,0,0,0,31,2245
201,256001,164214,0,0,0,OLIGO,0,0,0,32,1708
389,205199,179065,0,4852555648,4881654566,MG_OPC,0,0,0,32,2061
700,223089,167691,0,0,0,OLIGO,0,0,0,32,1902
1348,176689,232792,0,0,0,OLIGO,0,0,0,32,2541
1497,187358,206029,0,0,0,OLIGO,0,0,0,32,2319
4095,226432,186600,0,0,0,OLIGO,0,0,0,32,2000
4274,176546,203922,0,0,0,OLIGO,0,0,0,32,2354
6851,196044,151399,0,3905987005,3949672925,MG_OPC,0,0,0,32,1913
7919,250659,135875,0,3412896163,3412896163,UNKNOWN0,0,0,0,32,1566
20343,240093,117560,0,2728402196,2801143469,OLIGO,0,0,0,32,1497
23950,357519,100162,0,0,0,MG_OPC,0,0,0,32,765
27970,244822,126677,0,0,0,OLIGO,0,0,0,32,1535
28038,270445,133596,0,0,0,MG_OPC,0,0,0,32,1450
28316,145041,225886,0,0,0,ASTROCYTE,0,0,0,32,2629
36790,113882,215487,0,0,0,OLIGO,0,0,0,32,2617
42192,362013,117353,0,2805217258,2819774539,MG_OPC,0,0,0,32,825
42411,109470,193622,0,0,0,OLIGO,0,0,0,32,2446
42429,105428,199018,0,0,0,UNKNOWN0,0,1,0,32,2491
42579,387807,76995,0,1364857725,1466860455,UNKNOWN0,0,0,0,32,461
43250,274791,72367,0,0,0,OLIGO,0,0,0,32,1042
45174,162071,144558,0,3671963185,3715633597,MG_OPC,0,0,0,32,1973
45201,347342,45763,0,300752781,402827195,OLIGO,0,0,0,32,516
47953,170007,235947,0,6700180100,6772907674,OLIGO,0,0,0,32,2594
1364,185878,223075,0,0,0,OLIGO,0,0,0,33,2434
4755,233779,172853,0,4489705971,4649688531,OLIGO,0,0,0,33,1879
28147,309000,130848,0,0,0,OLIGO,0,0,0,33,1218
29024,154051,243282,0,6976169294,7005282423,MG_OPC,0,0,0,33,2716
32807,134333,182819,0,0,0,OLIGO,0,0,0,33,2330
36767,122182,229855,0,0,0,MG_OPC,0,0,0,33,2718
42001,213310,114548,0,0,0,OLIGO,0,0,0,33,1588
42153,303361,83078,0,0,0,MG_OPC,0,0,0,33,972
42384,102778,191924,0,0,0,OLIGO,0,0,0,33,2435
42525,149544,166420,0,0,0,OLIGO,0,0,0,33,2171
27322,295838,67402,0,794630332,1027181310,INTERNEURON,0,0,0,289,911
205,260173,166950,0,0,0,OLIGO,0,0,0,34,1700
398,198896,174456,0,4430221728,4706749177,MG_OPC,0,0,0,34,2059
2453,146542,199714,0,5520260421,5549314778,OLIGO,0,0,0,34,2431
2560,174240,163577,0,0,0,OLIGO,0,0,0,34,2079
4140,233038,199238,0,0,0,OLIGO,0,0,0,34,2035
4699,173156,198368,0,0,0,OLIGO,0,0,0,34,2330
12234,270269,139147,0,0,0,OLIGO,0,0,0,34,1484
14042,287212,157817,0,4156539940,4171082442,OLIGO,0,0,0,34,1492
26597,344760,100822,0,0,0,MG_OPC,0,0,0,34,845
28146,308900,130061,0,3167308502,3240151796,OLIGO,0,0,0,34,1214
32725,193843,224483,0,0,0,OLIGO,0,0,0,34,2400
35009,122352,222932,0,0,0,OLIGO,0,0,0,34,2664
42434,108894,206579,0,0,0,OLIGO,0,0,0,34,2550
47821,164537,266442,0,0,0,MG_OPC,0,0,0,34,2803
396,199942,173314,0,4677663969,4677664015,OLIGO,0,0,0,35,2047
3884,231036,139123,0,3426855800,3528696698,OLIGO,0,0,0,35,1681
6345,226918,148317,0,0,0,OLIGO,0,0,0,35,1760
6526,197366,158539,0,0,0,OLIGO,0,0,0,35,1957
8387,264006,150407,0,3879165139,3922836070,OLIGO,0,0,0,35,1584
12607,192742,216917,0,0,0,OLIGO,0,0,0,35,2361
28148,309229,131615,0,0,0,OLIGO,0,0,0,35,1221
30632,129599,214640,0,0,0,OLIGO,0,0,0,35,2586
36312,167698,176097,0,0,0,OLIGO,0,0,0,35,2191
36791,110875,214874,0,0,0,OLIGO,0,0,0,35,2615
42252,371394,90099,0,0,0,MG_OPC,0,0,0,35,629
45095,210593,108734,0,0,0,OLIGO,0,0,0,35,1557
4097,218539,182973,0,4881187520,4896738231,INTERNEURON,256,0,0,291,2020
1475,199441,194865,0,4751530449,5376409476,PYRAMIDAL,0,0,0,547,2190
534,225432,158008,0,4110751637,4169009159,MG_OPC,0,0,0,36,1829
1492,192370,202517,0,5638191279,5638191279,OLIGO,0,0,0,36,2273
2803,171879,207770,0,5710320483,5812176293,OLIGO,0,0,0,36,2400
5147,201048,136667,0,0,0,OLIGO,0,0,0,36,1790
16083,321033,127148,0,0,0,MG_OPC,0,0,0,36,1127
18060,250202,88619,0,1840704328,1840704341,UNKNOWN0,0,0,0,36,1259
28269,149590,216669,0,0,0,OLIGO,0,0,0,36,2547
30354,122230,188747,0,0,0,OLIGO,0,0,0,36,2396
36962,224235,211471,0,0,0,OLIGO,0,0,0,36,2154
42443,120241,200016,0,0,0,OLIGO,0,0,0,36,2487
8394,254553,147246,0,3791485516,3791485646,UNCLASSIFIEDNEURON,16,0,0,292,1616
10006,267448,157752,0,4126812226,4126812246,UNCLASSIFIEDNEURON,16,0,0,292,1607
203,251896,166978,0,4461058173,4461058173,OLIGO,0,0,0,37,1746
379,211985,166944,0,0,0,UNKNOWN0,0,0,0,37,1950
1494,189288,204909,0,0,0,MG_OPC,0,0,0,37,2303
2443,157068,203842,0,0,0,OLIGO,0,0,0,37,2429
6620,212078,153001,0,3935613143,3993884571,OLIGO,0,0,0,37,1858
6627,216249,154705,0,0,0,OLIGO,0,0,0,37,1850
28185,172185,219425,0,0,0,OLIGO,0,0,0,37,2477
32812,133340,185533,0,0,0,OLIGO,0,0,0,37,2353
32834,104778,196245,0,0,0,OLIGO,0,0,0,37,2469
36164,335084,97711,0,0,0,OLIGO,0,0,0,37,884
36447,147051,220726,0,0,0,OLIGO,0,0,0,37,2585
2445,153420,208071,0,5607952225,5666167272,PYRAMIDAL,2,0,0,805,2472
4700,171847,198289,0,0,0,OLIGO,0,0,0,38,2335
12233,270701,138981,0,3544582632,3544582632,OLIGO,0,0,0,38,1480
32803,137662,179988,0,0,0,OLIGO,0,0,0,38,2301
36340,170999,230739,0,0,0,OLIGO,0,0,0,38,2556
36386,159018,209091,0,0,0,OLIGO,0,0,0,38,2459
36854,104001,222309,0,6290286572,6304857864,OLIGO,0,0,0,38,2678
42428,114376,199260,0,0,0,OLIGO,0,0,0,38,2488
3904,237119,136157,0,2335897186,2903366297,PYRAMIDAL,0,0,0,294,1633
204,251372,167515,0,4475600757,4504700541,UNKNOWN0,0,0,0,39,1752
12605,193421,213112,0,0,0,OLIGO,0,0,0,39,2334
14043,285296,157552,0,4083638077,4156452546,OLIGO,0,0,0,39,1502
18012,232591,118724,0,2655265299,2859109462,OLIGO,0,0,0,39,1538
22329,292011,136457,0,0,0,OLIGO,0,0,0,39,1347
33138,152979,193215,0,0,0,OLIGO,0,0,0,39,2364
36273,185824,141765,0,0,0,OLIGO,0,0,0,39,1881
42249,376015,87153,0,0,0,MG_OPC,0,0,0,39,585
1499,185360,206946,0,5768986602,5783529158,OLIGO,0,0,0,40,2335
2758,173088,147033,0,0,0,OLIGO,0,0,0,40,1961
17633,179926,213151,0,0,0,OLIGO,0,0,0,40,2400
30308,146584,196843,0,5403757542,5447414101,OLIGO,0,0,0,40,2409
33118,183165,223115,0,0,0,OLIGO,0,0,0,40,2448
36421,147659,191754,0,0,0,OLIGO,0,0,0,40,2368
36578,136730,186807,0,5126834557,5126834557,OLIGO,0,0,0,40,2356
47917,248285,197280,0,0,0,OLIGO,0,0,0,40,1934
27336,261613,101971,0,2175885667,2263242616,UNCLASSIFIEDNEURON,0,0,0,296,1297
380,212160,168069,0,0,0,OLIGO,0,0,0,41,1957
2805,170346,208166,0,0,0,OLIGO,0,0,0,41,2409
8390,266692,144139,0,0,0,OLIGO,0,0,0,41,1532
36485,140060,188616,0,0,0,OLIGO,0,0,0,41,2363
43236,271874,82030,0,0,0,ASTROCYTE,0,0,0,41,1119
49356,370186,103673,0,0,0,UNKNOWN0,0,0,0,41,706
44750,288895,54830,0,662914665,706527915,PYRAMIDAL,512,0,0,553,863
4100,220558,181507,0,4867609070,4954951592,OLIGO,0,0,0,42,2001
4258,184984,179483,0,0,0,UNKNOWN0,0,0,0,42,2152
33116,183695,213335,0,0,0,OLIGO,0,0,0,42,2384
35077,129941,217720,0,0,0,OLIGO,0,0,0,42,2609
6527,196762,158201,0,0,0,OLIGO,0,0,0,43,1957
30353,122768,188149,0,0,0,OLIGO,0,0,0,43,2390
36765,118503,232687,0,0,0,OLIGO,0,0,0,43,2747
39181,345101,63860,0,999556309,1014112897,OLIGO,0,0,0,43,635
45084,140453,163237,0,0,0,OLIGO,0,0,0,43,2166
21557,334270,125234,0,2208154364,2455129210,PYRAMIDAL,0,0,0,555,1037
45197,187290,137909,0,0,0,OLIGO,0,0,0,44,1848
42530,157143,154224,0,3977532434,3977532434,ASTROCYTE,0,0,0,300,2059
4756,233600,173573,0,0,0,OLIGO,0,0,0,45,1884
4924,196113,184820,0,4939606732,5056034495,OLIGO,0,0,0,45,2140
19002,293629,147342,0,0,0,UNCLASSIFIEDNEURON,0,0,0,45,1398
22335,279952,138064,0,3122949934,3501203068,OLIGO,0,0,0,45,1424
30355,121726,188337,0,0,0,OLIGO,0,0,0,45,2393
36465,149447,230757,0,0,0,OLIGO,0,0,0,45,2649
36766,119350,233003,0,0,0,OLIGO,0,0,0,45,2748
23111,300836,76006,0,445184863,1420210099,PYRAMIDAL,0,0,0,301,941
4696,170880,202047,0,5550147000,5622918309,OLIGO,0,0,0,46,2365
22324,281619,129134,0,0,0,OLIGO,0,0,0,46,1363
45015,137396,168807,0,0,0,OLIGO,0,0,0,46,2215
14024,275691,160311,0,4214375545,4228916978,UNKNOWN2,0,0,0,302,1574
18027,205865,120752,0,2683635722,2683635722,PYRAMIDAL,16,0,0,302,1660
26580,348294,118971,0,2848392338,2848392338,UNKNOWN2,0,0,0,302,919
44965,233042,93568,0,0,0,PYRAMIDAL,512,0,0,558,1364
7010,208355,141985,0,0,0,OLIGO,0,0,0,47,1799
35058,133668,231476,0,6597009241,6597009241,OLIGO,0,0,0,47,2705
36592,135172,216987,0,0,0,OLIGO,0,0,0,47,2591
45089,143878,167889,0,4471878212,4486537138,OLIGO,0,0,0,47,2195
3896,234844,141052,0,3426754058,3587027731,UNKNOWN2,0,0,0,303,1675
20328,256647,109074,0,1666938719,1768649052,PYRAMIDAL,0,0,0,815,1366
28184,173696,217224,0,6132508331,6132508331,OLIGO,0,0,0,48,2455
30357,117399,187186,0,0,0,OLIGO,0,0,0,48,2389
30630,132774,210650,0,0,0,OLIGO,0,0,0,48,2548
44904,311095,52028,0,0,0,MG_OPC,0,0,0,48,739
47889,303389,186511,0,0,0,UNCLASSIFIEDNEURON,0,0,0,48,1532
22322,283640,122627,0,0,0,MG_OPC,0,0,0,49,1314
22327,292763,142123,0,0,0,UNCLASSIFIEDNEURON,0,0,0,49,1374
27370,361638,112814,0,2528573462,2630545887,MG_OPC,0,0,0,49,805
36634,135392,224576,0,0,0,OLIGO,0,0,0,49,2648
42065,345206,89578,0,0,0,UNKNOWN0,0,0,0,49,781
7437,221993,131116,0,3208146339,3208146344,UNKNOWN2,0,0,0,305,1667
4173,253167,194132,0,5363619613,5363619613,MG_OPC,0,0,0,50,1888
17615,168251,232135,0,0,0,OLIGO,0,0,0,50,2578
17632,179173,213157,0,0,0,OLIGO,0,0,0,50,2404
919,186104,163797,0,3963793487,4007886923,PYRAMIDAL,0,0,0,1586,2038
2449,153570,201025,0,0,0,OLIGO,0,0,0,51,2420
30307,146113,196177,0,0,0,OLIGO,0,0,0,51,2405
5735,134808,199387,0,5461533362,5519805854,UNCLASSIFIEDNEURON,0,0,0,307,2457
4837,222597,202689,0,5653639748,5653755451,OLIGO,0,0,0,52,2115
8392,260467,148283,0,3820833535,3835376127,OLIGO,0,0,0,52,1590
13067,267465,179539,0,0,0,OLIGO,0,0,0,53,1725
4753,234312,176279,0,0,0,OLIGO,0,0,0,54,1897
30351,131784,191385,0,4922858796,5286788843,UNKNOWN0,0,2,0,54,2401
43522,171367,238823,0,6845709752,6845737284,MG_OPC,0,0,0,54,2605
47817,308286,185077,0,4826916432,5045244744,ASTROCYTE,0,0,0,54,1493
23968,372901,107737,0,2223396574,2296197534,UNKNOWN2,1,0,0,310,709
47811,260694,193120,0,5290965282,5320182369,UNCLASSIFIEDNEURON,16,0,0,310,1837
2166,154273,163566,0,4297645146,4326758158,UNCLASSIFIEDNEURON,16,0,0,822,2137
7512,227314,153946,0,0,0,MG_OPC,0,0,0,55,1794
27160,330641,72084,0,810035974,955606395,PYRAMIDAL,0,0,0,311,762
4276,184380,199274,0,0,0,MG_OPC,0,0,0,56,2289
7462,202738,127790,0,0,0,UNKNOWN0,0,1,0,56,1721
47722,365505,129068,0,0,0,UNKNOWN0,0,0,0,56,860
27329,285187,79037,0,1186754971,1216147235,PYRAMIDAL,0,0,0,312,1037
47723,285038,72887,0,0,0,UNCLASSIFIEDNEURON,0,0,0,57,998
30629,133420,211431,0,0,0,OLIGO,0,0,0,58,2553
45086,138587,165277,0,0,0,UNKNOWN0,0,0,0,58,2185
26582,350802,123175,0,2267259694,2964982431,UNKNOWN2,0,0,0,314,925
7459,200171,123423,0,2989029280,2989029314,UNCLASSIFIEDNEURON,0,0,0,570,1699
27265,345399,73739,0,0,0,MG_OPC,0,0,0,59,690
29228,129809,238078,0,6698721576,6829793061,MG_OPC,0,0,0,59,2765
28186,174195,216968,0,0,0,UNCLASSIFIEDNEURON,0,0,0,61,2452
43315,354654,66558,0,0,0,MG_OPC,0,0,0,61,597
36248,189933,135427,0,3396294829,3396295237,UNCLASSIFIEDNEURON,0,0,0,317,1821
18855,259982,135702,0,0,0,UNCLASSIFIEDNEURON,0,0,0,62,1517
36277,181454,154250,0,0,0,MG_OPC,0,0,0,62,1987
15537,238904,100671,0,2087782950,2218826402,ASTROCYTE,0,0,0,318,1389
18050,235059,111989,0,1942912164,2524411341,INTERNEURON,0,0,0,318,1482
20334,253311,125744,0,2976122475,3078153649,OLIGO,0,0,0,63,1489
36928,201984,222452,0,6075200089,6308143517,MG_OPC,0,0,0,63,2343
1483,196047,205275,0,5725650798,5725650798,UNCLASSIFIEDNEURON,0,0,0,319,2272
19001,292079,147246,0,3734483934,3807313471,BLOODVESSELCELL,0,0,0,64,1406
43337,294859,54296,0,0,0,UNKNOWN0,0,0,0,64,832
28172,319162,141187,0,3560818884,3560818884,UNKNOWN2,0,0,0,576,1212
26586,346793,109153,0,0,0,UNCLASSIFIEDNEURON,0,0,0,65,877
