dbcellid,x,y,z,goog14r0seg1_baseid,google_aggloid,dbcelltype,dbsubcelltype,dbsubcelltype2,dbsubcelltype3,nrvoxels,circulardepth
17943,170946,251074,1536,24925748250,33791094890,OLIGO,0,0,0,51,2680
29923,110214,243460,1536,33512464937,33527021429,OLIGO,0,0,0,51,2843
33195,102484,220181,1536,23904466652,23919024317,OLIGO,0,0,0,51,2661
33653,111960,273431,1536,16800904775,25695308660,OLIGO,0,0,0,51,3076
36569,139530,231504,1536,33120412752,33134969813,OLIGO,0,0,0,51,2688
37375,83044,206940,1536,0,0,OLIGO,0,0,0,51,2546
37456,79093,249282,1536,0,0,OLIGO,0,0,0,51,2872
39683,454402,101153,1536,28749237617,28792909205,MG_OPC,0,0,0,51,147
40408,95682,263890,1536,7556557744,34196171117,OLIGO,0,0,0,51,3010
41549,90357,287939,1536,34996656025,35011198853,OLIGO,0,0,0,51,3194
43649,108056,253948,1536,25054674611,33876321561,OLIGO,0,0,0,51,2928
43825,135155,263098,1536,25317550415,34182926786,OLIGO,0,0,0,51,2930
45610,94647,287358,1536,34938573033,34996787544,OLIGO,0,0,0,51,3196
45611,88415,284016,1536,25956533797,34880110793,OLIGO,0,0,0,51,3159
45887,159034,148839,1536,21548039943,30355202709,OLIGO,0,0,0,51,2014
46886,179983,284386,1536,34897733702,34897733702,OLIGO,0,0,0,51,2782
12212,271079,151197,1536,3864725098,4010516065,INTERNEURON,0,0,2,307,1549
2143,150412,162857,1536,30820740759,30835284107,OLIGO,0,0,0,52,2142
6975,165081,193137,1536,22974908147,31840240775,OLIGO,0,0,0,52,2324
14063,280548,159047,1536,30708633664,30708633666,OLIGO,0,0,0,52,1538
14303,294555,109251,1536,2497224168,29049580630,OLIGO,0,0,0,52,1176
14681,262472,163141,1536,30766351873,30853607253,OLIGO,0,0,0,52,1665
16008,340110,155442,1536,30550476730,30594176410,OLIGO,0,0,0,52,1148
21408,333397,187424,1536,31642075573,31656632526,OLIGO,0,0,0,52,1333
23018,337076,200890,1536,14537442868,32108022898,OLIGO,0,0,0,52,1359
24782,412746,182558,1536,5092275267,31499160899,OLIGO,0,0,0,52,751
28299,137140,220471,1536,23920177587,23920177587,OLIGO,0,0,0,52,2613
32863,87602,210786,1536,23583711150,32434486641,OLIGO,0,0,0,52,2581
33203,96946,217830,1536,32653151291,32667708888,OLIGO,0,0,0,52,2642
33205,94793,217608,1536,32653078755,32653078755,OLIGO,0,0,0,52,2640
37076,111804,184926,1536,22711082923,31576430018,OLIGO,0,0,0,52,2375
37749,143846,283007,1536,34838307986,34838308261,OLIGO,0,0,0,52,3014
37923,146957,259594,1536,33994092776,34023207225,OLIGO,0,0,0,52,2856
40345,106847,290649,1536,35099082059,35099082320,OLIGO,0,0,0,52,3220
40406,96620,264581,1536,7658428936,34239871837,OLIGO,0,0,0,52,3016
41573,470614,184579,1536,31559303389,31559318525,MG_OPC,0,0,0,52,329
43917,102811,266994,1536,7775222613,34327433680,OLIGO,0,0,0,52,3035
45822,129897,289087,1536,35041642001,35056199233,OLIGO,0,0,0,52,3126
45825,134173,290014,1536,35070887902,35085445377,OLIGO,0,0,0,52,3109
48668,208106,103230,1536,0,0,OLIGO,0,0,0,52,1526
257,267908,153240,1536,4039484659,30504409489,OLIGO,0,0,0,53,1578
425,198385,186703,1536,13848713682,13906898679,OLIGO,0,0,0,53,2142
4796,248491,170155,1536,4650259165,22278951366,OLIGO,0,0,0,53,1784
23587,314169,253438,1536,25003293597,25032422682,OLIGO,0,0,0,53,1694
30437,124432,189188,1536,31707853710,31707868565,OLIGO,0,0,0,53,2396
31658,104182,245351,1536,24734285540,24734285540,OLIGO,0,0,0,53,2862
33261,99228,239296,1536,24544880671,33381084558,OLIGO,0,0,0,53,2814
34758,155354,275948,1536,34591215574,34591215574,OLIGO,0,0,0,53,2908
34791,160797,272755,1536,34504018590,34504047315,OLIGO,0,0,0,53,2859
37747,141970,282489,1536,26060304413,34823678207,OLIGO,0,0,0,53,3022
37976,167628,274500,1536,34518839053,34547967215,OLIGO,0,0,0,53,2825
41456,75889,259678,1536,25257454097,34020871000,OLIGO,0,0,0,53,2943
44705,85756,280859,1536,34749038001,34763566482,OLIGO,0,0,0,53,3129
45180,160118,140254,1536,30005901931,30078644182,OLIGO,0,0,0,53,1946
45827,135531,291032,1536,35114602309,35114602370,OLIGO,0,0,0,53,3107
8215,279817,182955,1536,4214681004,4913105392,UNKNOWN2,3,0,0,1077,1667
562,204796,155446,1536,30575093550,30575093552,OLIGO,0,0,0,54,1905
2153,155982,168144,1536,30995616688,31010159594,OLIGO,0,0,0,54,2168
17585,169281,242209,1536,24576242803,33470778026,OLIGO,0,0,0,54,2636
17809,171109,262874,1536,25347936047,34169581886,OLIGO,0,0,0,54,2745
20319,279801,91096,1536,10736189442,28452238853,OLIGO,0,0,0,54,1140
23694,233159,268384,1536,34360898655,34360898909,OLIGO,0,0,0,54,2342
28405,134427,220813,1536,32756307941,32770864919,OLIGO,0,0,0,54,2622
30099,94296,198870,1536,23190886310,32041661566,OLIGO,0,0,0,54,2490
40249,79090,266652,1536,34253873861,34268430860,OLIGO,0,0,0,54,3004
41253,77953,201153,1536,32113921271,32113921273,OLIGO,0,0,0,54,2494
45605,92652,292829,1536,26335198940,35171401222,OLIGO,0,0,0,54,3236
1440,172868,207816,1536,14706697361,32320890781,OLIGO,0,0,0,55,2396
2719,160414,156229,1536,21766456139,30602719271,OLIGO,0,0,0,55,2066
6468,233107,110044,1536,20269547206,29062093858,OLIGO,0,0,0,55,1477
9156,265684,210479,1536,32425886675,32425886675,OLIGO,0,0,0,55,1889
12613,177225,198670,1536,32015306814,32029878634,OLIGO,0,0,0,55,2315
12879,218994,260241,1536,7298762482,34098402038,OLIGO,0,0,0,55,2416
22377,310319,94537,1536,10780853498,19733514842,OLIGO,0,0,0,55,1004
28399,131146,222065,1536,24021858947,32814419866,OLIGO,0,0,0,55,2640
29211,128927,251316,1536,7222808664,33789679073,OLIGO,0,0,0,55,2867
29784,119117,252649,1536,33803914829,33833029028,OLIGO,0,0,0,55,2901
30111,110576,193497,1536,5140458789,31852958622,OLIGO,0,0,0,55,2445
30647,131220,210982,1536,23687101675,32435932400,OLIGO,0,0,0,55,2554
33742,114211,284192,1536,26059326282,34880986478,OLIGO,0,0,0,55,3154
35051,129951,240454,1536,6960838605,33425792700,OLIGO,0,0,0,55,2782
35285,110302,236511,1536,33294120387,33294120387,OLIGO,0,0,0,55,2787
39961,395515,87494,1536,1758166487,28310551760,OLIGO,0,0,0,55,467
40343,106707,285949,1536,26117307001,34938952951,OLIGO,0,0,0,55,3183
46926,168680,279280,1536,34708111742,34722668266,OLIGO,0,0,0,55,2840
2154,155515,167725,1536,22159383992,30981045875,OLIGO,0,0,0,56,2166
4069,236364,178605,1536,22526015091,22526015202,OLIGO,0,0,0,56,1899
4485,217354,216818,1536,5944783667,32642624073,OLIGO,0,0,0,56,2223
7030,209931,131465,1536,29774607929,29789165070,OLIGO,0,0,0,56,1719
8258,253079,132697,1536,12103558386,20968920320,OLIGO,0,0,0,56,1534
9725,281093,211968,1536,5554118914,23648423329,OLIGO,0,0,0,56,1792
13265,312533,179986,1536,22557654712,22557654712,OLIGO,0,0,0,56,1442
20346,269513,110239,1536,2481966884,20256202615,OLIGO,0,0,0,56,1311
23050,246288,260234,1536,7022584991,34084750418,OLIGO,0,0,0,56,2220
27343,273634,115851,1536,20445576816,20445576816,OLIGO,0,0,0,56,1325
29214,133287,251358,1536,7295756036,33789825079,OLIGO,0,0,0,56,2853
29219,133063,244854,1536,33571466674,33571466674,OLIGO,0,0,0,56,2806
29783,117414,251817,1536,7385259354,33803856349,OLIGO,0,0,0,56,2898
37824,122398,278190,1536,34662905902,25855803091,OLIGO,0,0,0,56,3085
45504,192598,274740,1536,25799924275,34563342247,OLIGO,0,0,0,56,2657
45710,288964,57603,1536,27185982295,27331641927,OLIGO,0,0,0,56,881
45832,132937,285961,1536,34910715611,34925272230,OLIGO,0,0,0,56,3091
49263,265726,269367,1536,0,0,OLIGO,0,0,0,56,2101
23884,367286,102629,1536,2092148422,19982885706,UNKNOWN2,0,0,0,312,718
12863,216729,256307,1536,7443970457,7458483193,UNCLASSIFIEDNEURON,0,0,0,824,2416
5704,116479,199576,1536,14355471263,32056963617,OLIGO,0,0,0,57,2488
6285,253074,204465,1536,14520009157,32221662190,OLIGO,0,0,0,57,1941
9283,210150,242111,1536,7123638992,24621389544,OLIGO,0,0,0,57,2397
20301,297931,91683,1536,2352207983,28467394935,OLIGO,0,0,0,57,1052
23677,243876,264315,1536,25379488846,25408588720,MG_OPC,0,0,0,57,2251
28212,159417,232491,1536,15536005880,33164740855,OLIGO,0,0,0,57,2620
31660,104747,249396,1536,7207449048,24894443800,OLIGO,0,0,0,57,2894
33738,115366,284645,1536,26001155915,34895587725,OLIGO,0,0,0,57,3155
36151,323504,198126,1536,23285924269,32020226882,OLIGO,0,0,0,57,1444
40315,97005,277825,1536,8211939592,34676601536,OLIGO,0,0,0,57,3122
43400,312582,233768,1536,6311925853,33198980324,OLIGO,0,0,0,57,1649
45593,115158,293450,1536,35186716855,35201273920,OLIGO,0,0,0,57,3220
48670,208756,102376,1536,0,0,OLIGO,0,0,0,57,1518
11432,313188,171985,1536,4346455744,22295698745,ASTROCYTE,0,0,0,313,1401
8402,260160,141942,1536,3297417998,3500648634,UNKNOWN2,1,0,0,569,1554
6482,220828,120931,1536,29440157506,29440157561,OLIGO,0,0,0,58,1603
7483,249075,214870,1536,6033163410,32570903755,OLIGO,0,0,0,58,2017
7804,252304,237199,1536,6673650762,33313423008,OLIGO,0,0,0,58,2094
10713,204656,263331,1536,7647508967,34185263109,OLIGO,0,0,0,58,2528
11162,304076,199100,1536,14303505645,23183351867,OLIGO,0,0,0,58,1582
11486,293216,176298,1536,4797247230,31291344839,OLIGO,0,0,0,58,1549
15915,291205,154030,1536,30534297622,30548854884,OLIGO,0,0,0,58,1448
16250,266554,248465,1536,33677879450,33692391954,OLIGO,0,0,0,58,2034
20352,284860,106205,1536,20125668810,28947358933,OLIGO,0,0,0,58,1209
27359,347231,244017,1536,24684174401,33564078436,OLIGO,0,0,0,58,1419
32879,91877,211489,1536,32434603916,32449190487,OLIGO,0,0,0,58,2590
37768,151718,276820,1536,34591069399,34634770238,OLIGO,0,0,0,58,2935
37795,146234,270421,1536,25652790999,34416222351,OLIGO,0,0,0,58,2928
37953,156676,281960,1536,34795045822,34795045607,OLIGO,0,0,0,58,2931
40404,100249,273255,1536,16844152956,25665829136,OLIGO,0,0,0,58,3086
41434,81183,254411,1536,25010128089,25053799616,OLIGO,0,0,0,58,2916
42061,319034,205894,1536,32267523965,32267553428,OLIGO,0,0,32768,58,1505
45367,112678,290937,1536,26277611450,35099286535,MG_OPC,0,0,0,58,3209
45508,193373,275481,1536,25770839857,34592485188,OLIGO,0,0,0,58,2654
45591,112088,293540,1536,35186614888,35201171883,OLIGO,0,0,0,58,3230
46004,141560,288255,1536,34998350280,35027478771,OLIGO,0,0,0,58,3056
24109,392711,163770,1536,3620990443,30843358412,PYRAMIDAL,0,0,0,570,827
17805,169006,259074,1536,6831633603,7413601172,UNCLASSIFIEDNEURON,16,0,0,1082,2737
989,200240,135201,1536,29905301615,29905301615,OLIGO,0,0,0,59,1783
1413,179909,220987,1536,6292725707,32772382721,OLIGO,0,0,0,59,2451
3006,184699,190986,1536,22931849595,31768096972,OLIGO,0,0,0,59,2232
5762,121580,195051,1536,31911551851,31911552078,OLIGO,0,0,0,59,2446
6752,237548,204808,1536,14606914163,32235694414,OLIGO,0,0,0,59,2039
12384,212886,233089,1536,33166551435,33181093901,OLIGO,0,0,0,59,2335
15931,311959,148800,1536,12731444894,30360327121,OLIGO,0,0,0,59,1295
17445,325804,236406,1536,6676104239,33286776230,OLIGO,0,0,0,59,1560
19023,321724,134574,1536,12091351929,29894803712,OLIGO,0,0,0,59,1162
21399,328260,210902,1536,32427974305,32442546259,OLIGO,0,0,0,59,1458
23675,243540,264839,1536,34230220679,34244791921,OLIGO,0,0,0,59,2255
29083,141615,248877,1536,33702759021,33717316841,OLIGO,0,0,0,59,2806
29090,142790,247825,1536,24852071238,33673688542,OLIGO,0,0,0,59,2794
32862,88080,211169,1536,23583711150,32434501825,OLIGO,0,0,0,59,2584
33736,118694,285546,1536,34910246865,34924803941,OLIGO,0,0,0,59,3151
41547,87674,290798,1536,35083896659,26262250692,OLIGO,0,0,0,59,3209
43983,203577,259410,1536,7255806380,34054219538,OLIGO,0,0,0,59,2519
45178,161055,141068,1536,30107787653,30107787653,OLIGO,0,0,0,59,1950
45368,110278,293379,1536,26350353042,35171999367,OLIGO,0,0,0,59,3234
45877,305437,257743,1536,25032013348,33999406971,OLIGO,0,0,0,59,1771
46912,221988,273371,1536,25640773034,34506106175,OLIGO,0,0,0,59,2440
39873,350980,42559,1536,417502654,17987996057,INTERNEURON,0,0,0,315,477
9650,313897,205242,1536,5162797286,5889709078,INTERNEURON,0,0,256,571,1539
24884,416102,218990,1536,5413146934,5878714181,PYRAMIDAL,0,0,0,827,833
640,177848,144452,1536,12494222974,30210257781,OLIGO,0,0,0,60,1927
13524,316285,219120,1536,14886275166,32718724123,OLIGO,0,0,0,60,1574
17913,153449,256398,1536,33906939795,33965197315,OLIGO,0,0,0,60,2804
23676,244394,264954,1536,25335759230,25350388326,OLIGO,0,0,0,60,2249
29262,139335,243026,1536,33484358021,33527999445,OLIGO,0,0,0,60,2773
30641,132614,211084,1536,14778096909,32450547530,OLIGO,0,0,0,60,2552
32894,94125,228411,1536,33002437121,33002437121,OLIGO,0,0,0,60,2726
33755,110872,283092,1536,34851754769,34851754769,MG_OPC,0,0,0,60,3154
44718,127960,285746,1536,34925125223,34925125710,OLIGO,0,0,0,60,3114
49128,347000,243219,1536,33491277432,33520407017,BLOODVESSELCELL,0,0,0,60,1419
904,188253,165012,1536,4356910437,30909339590,OLIGO,0,0,0,61,2038
12585,203494,225363,1536,32904186383,32904186383,OLIGO,0,0,0,61,2351
14645,214998,215752,1536,23777219027,32598879835,OLIGO,0,0,0,61,2231
16050,308333,139082,1536,3516739038,30039937161,OLIGO,0,0,0,61,1266
21000,364587,191901,1536,14072517858,31803241374,OLIGO,0,0,0,61,1131
23510,372281,237162,1536,15528558031,33317452759,OLIGO,0,0,0,61,1211
40141,109316,244234,1536,24719859799,33570663674,OLIGO,0,0,0,61,2850
40250,81743,268533,1536,34355832975,34355832975,OLIGO,0,0,0,61,3025
45675,165992,282540,1536,34824481690,34824496188,OLIGO,0,0,0,61,2872
46880,189421,280643,1536,34752482876,34752482876,OLIGO,0,0,0,61,2701
46916,115445,277914,1536,25826454563,25841012024,OLIGO,0,0,0,61,3104
1385,169408,225244,1536,15230596770,24081371414,OLIGO,0,0,0,62,2528
2112,159873,173595,1536,13556299671,22363330928,OLIGO,0,0,0,62,2197
2816,182849,215469,1536,23761580926,32597799071,OLIGO,0,0,0,62,2401
9813,295865,202083,1536,5714482455,32150307300,OLIGO,0,0,0,62,1650
13431,361313,208858,1536,14698403927,23490892337,OLIGO,0,0,0,62,1212
15929,305322,145249,1536,3778681352,30243635835,OLIGO,0,0,0,62,1317
30103,109252,195788,1536,23089483243,31925701284,OLIGO,0,0,0,62,2464
45870,299473,257831,1536,25162940840,34013745300,OLIGO,0,0,0,62,1816
46003,152128,289546,1536,0,0,OLIGO,0,0,0,62,2996
46893,240856,256683,1536,33953560568,33968117242,OLIGO,0,0,0,62,2248
2130,145975,171754,1536,4370853589,22290077429,INTERNEURON,0,0,0,318,2220
12383,213327,232083,1536,15421431340,24301219319,OLIGO,0,0,0,63,2328
17724,180326,262599,1536,7545141243,34155346093,OLIGO,0,0,0,63,2686
17808,167228,262959,1536,25376904613,34184022288,OLIGO,0,0,0,63,2768
33093,147485,237032,1536,33295377078,33309918978,OLIGO,0,0,0,63,2700
34866,157027,254006,1536,24939837496,25041753153,OLIGO,0,0,0,63,2772
41254,74643,206258,1536,32244833831,32244833928,OLIGO,0,0,0,63,2529
41579,462761,191134,1536,22955751225,31791970077,OLIGO,0,0,0,63,407
12888,207045,270103,1536,34418251387,34418265768,OLIGO,0,0,0,64,2538
17731,180243,266873,1536,34271790102,34300903629,OLIGO,0,0,0,64,2707
21153,360592,117466,1536,11568665332,29328386554,OLIGO,0,0,0,64,835
35283,106495,236438,1536,33264875252,33279432564,OLIGO,0,0,0,64,2790
45693,115464,177181,1536,0,0,OLIGO,0,0,0,64,2311
18410,359051,103544,1536,2106019092,2295540138,PYRAMIDAL,0,0,0,320,774
7815,247255,240607,1536,6353712941,33415148001,INTERNEURON,0,0,0,576,2142
45022,131743,168295,1536,30980242797,30994799275,PYRAMIDAL,512,0,0,576,2221
2460,146035,203626,1536,14545619262,32188956437,OLIGO,0,0,0,65,2462
12867,215541,256465,1536,7516815433,33938186052,OLIGO,0,0,0,65,2425
17885,161553,252635,1536,16118337528,24983669379,OLIGO,0,0,0,65,2740
20349,264025,108391,1536,11303350331,29019444452,OLIGO,0,0,0,65,1326
28301,136545,221930,1536,15083900615,23978391597,OLIGO,0,0,0,65,2625
28553,143699,254187,1536,33877533311,33877533311,OLIGO,0,0,0,65,2834
28555,142180,255012,1536,25055784015,33906589048,OLIGO,0,0,0,65,2846
29203,121171,244045,1536,33541944173,33541958150,OLIGO,0,0,0,65,2831
33739,114840,284215,1536,34866444626,34881001313,OLIGO,0,0,0,65,3153
36335,165342,223509,1536,24008483938,32859244292,OLIGO,0,0,0,65,2534
45823,129315,288827,1536,35041612769,35041613634,OLIGO,0,0,0,65,3128
45890,214150,274139,1536,34520402293,34549514775,OLIGO,0,0,0,65,2500
46879,193217,279557,1536,34723485976,34723485997,OLIGO,0,0,0,65,2670
26108,371858,123145,1536,3052996298,20681777457,INTERNEURON,0,0,0,321,791
43126,294047,222027,1536,6151270369,6253247019,INTERNEURON,0,0,1024,321,1743
47906,206296,278914,1536,34694808702,34694808702,PYRAMIDAL,512,0,0,833,2573
2916,189926,256299,1536,16279386146,33951852021,OLIGO,0,0,0,66,2595
4068,235906,178712,1536,4606250870,31362218314,OLIGO,0,0,0,66,1903
6927,175641,168579,1536,13352966056,22189170263,OLIGO,0,0,0,66,2110
10970,202339,254646,1536,7574650086,33894046360,OLIGO,0,0,0,66,2506
21913,387198,199270,1536,32066017749,32066030261,OLIGO,0,0,0,66,992
37389,84235,220621,1536,15053079211,32769185885,MG_OPC,0,0,0,66,2655
37943,148183,281426,1536,7732604122,34780225305,OLIGO,0,0,0,66,2980
44724,120005,280616,1536,8285091325,34764718988,OLIGO,0,0,0,66,3111
10470,274448,246944,1536,7154914407,33648983527,OLIGO,0,0,0,67,1971
17732,176809,268636,1536,34359015956,34359031242,OLIGO,0,0,0,67,2738
17826,174842,271179,1536,25610067937,34446299851,OLIGO,0,0,0,67,2763
28425,121471,237667,1536,24516511655,33323615135,OLIGO,0,0,0,67,2781
49100,261115,87566,1536,19484392840,19484392840,BLOODVESSELCELL,0,0,0,67,1205
24518,402202,167413,1536,3389433652,4349258316,PYRAMIDAL,0,0,0,835,773
12357,223367,235461,1536,15625465856,33254245463,OLIGO,0,0,0,68,2281
37800,142552,271651,1536,16772841778,34459777456,MG_OPC,0,0,0,68,2954
45498,197161,275203,1536,25800055510,34578075079,OLIGO,0,0,0,68,2627
24251,423747,195769,1536,5180128435,5514915585,PYRAMIDAL,0,0,0,324,711
24768,408760,175295,1536,4567996167,22400752714,PYRAMIDAL,0,0,0,324,755
8220,287170,182579,1536,13749602080,31494955758,OLIGO,0,0,0,69,1618
10289,274791,207750,1536,5844737704,32338849891,OLIGO,0,0,0,69,1816
23586,313484,253528,1536,25003294265,25032437022,OLIGO,0,0,0,69,1699
23615,296064,244523,1536,7053758179,33562369703,OLIGO,0,0,0,69,1804
28263,153419,211100,1536,23629543704,32451248638,OLIGO,0,0,0,69,2494
23770,247479,249028,1536,7023009210,16033826444,ASTROCYTE,0,0,0,325,2173
8009,216351,133031,1536,3237101365,29818513243,OLIGO,0,0,0,70,1704
8772,299130,196722,1536,23154061797,31975723091,OLIGO,0,0,0,70,1605
10031,278188,156378,1536,12890552402,30635760000,OLIGO,0,0,0,70,1537
28213,158839,232646,1536,24343095035,33164726839,OLIGO,0,0,0,70,2624
2793,183767,199864,1536,32059211442,32073768533,OLIGO,0,0,0,71,2295
13446,345564,212762,1536,14857934332,32501344879,OLIGO,0,0,0,71,1340
14091,299394,151479,1536,4040506848,21611028964,OLIGO,0,0,0,71,1385
15479,243820,115016,1536,29208031677,29237131103,OLIGO,0,0,0,71,1464
17697,182351,248993,1536,33704131265,33718688054,OLIGO,0,0,0,71,2603
9256,216820,243585,1536,24665280496,33530598339,OLIGO,0,0,0,72,2361
10971,202579,253930,1536,7414433951,33879489301,OLIGO,0,0,0,72,2502
17696,183796,248824,1536,33646021082,33704175847,OLIGO,0,0,0,72,2594
17721,181640,261894,1536,7501118823,34140818294,OLIGO,0,0,0,72,2675
28199,162052,241905,1536,33470530325,33470530482,OLIGO,0,0,0,72,2670
40331,95183,283896,1536,17251624562,26029584676,MG_OPC,0,0,0,72,3169
2851,187799,227320,1536,6685916165,32991003409,OLIGO,0,0,0,73,2449
4443,205058,212312,1536,14722290787,32482085944,OLIGO,0,0,0,73,2267
8699,267236,182740,1536,4971291598,31494284185,OLIGO,0,0,0,73,1744
14643,209754,220881,1536,32773390505,32773390592,OLIGO,0,0,0,73,2290
18885,268368,89475,1536,10677536820,28393630813,OLIGO,0,0,0,73,1184
33085,144609,241198,1536,24560926665,33455388310,OLIGO,0,0,0,73,2741
43113,274922,228768,1536,6049048982,6587183120,PYRAMIDAL,0,0,0,585,1903
301,245111,161788,1536,21958561528,30794794726,OLIGO,0,0,0,74,1753
4693,168422,201111,1536,32087815086,32102387238,OLIGO,0,0,0,74,2368
17587,168664,241562,1536,15754670236,33470748536,OLIGO,0,0,0,74,2636
32156,150962,220364,1536,23789643659,32742305510,OLIGO,0,0,0,74,2569
34865,155090,252688,1536,33819669106,33834241291,OLIGO,0,0,0,74,2773
7018,217096,135772,1536,3280714280,29891313681,ASTROCYTE,0,0,0,330,1720
24882,419037,213247,1536,5456657089,5849569585,PYRAMIDAL,0,0,0,842,796
9232,253756,244482,1536,6834348614,7052196695,PYRAMIDAL,0,0,0,1610,2111
24948,399729,237685,1536,15514746951,24482125918,INTERNEURON,0,0,0,331,1002
30656,135690,208294,1536,23468903722,23512531697,OLIGO,0,0,0,76,2524
45607,90841,291334,1536,26276823850,35127671427,MG_OPC,0,0,0,76,3221
46939,426380,75327,1536,27831155925,27889443956,INTERNEURON,512,0,0,332,213
35359,110113,198027,1536,31998516411,32013072971,MG_OPC,0,0,0,77,2481
41258,83914,215228,1536,23743710756,23743710825,OLIGO,0,0,0,77,2612
32865,85307,209681,1536,14674721259,32405299546,ASTROCYTE,0,0,0,78,2570
41887,460874,180394,1536,4730038351,31413425169,ASTROCYTE,0,0,0,78,390
19972,386848,155799,1536,3810262390,3985270382,PYRAMIDAL,0,0,0,590,836
15531,243537,98221,1536,1971631446,2131791041,PYRAMIDAL,0,0,0,1614,1353
31655,101522,245440,1536,15781447256,33570386604,INTERNEURON,0,0,0,335,2863
10528,294307,238343,1536,6485648552,24536849909,OLIGO,0,0,0,80,1798
28204,166187,236858,1536,33295990056,33295990056,MG_OPC,0,0,0,80,2618
24218,420379,190156,1536,4874106077,14132674414,PYRAMIDAL,0,0,0,336,719
46030,471070,220911,1536,0,0,UNKNOWN0,0,0,0,81,417
30493,118517,182891,1536,31489292612,31489306244,MG_OPC,0,0,0,82,2354
12906,184875,266445,1536,7603165721,34271935448,ASTROCYTE,0,0,0,338,2675
364,218418,170875,1536,4503532937,22248800572,UNKNOWN0,0,0,0,83,1945
13475,347012,205574,1536,5818018153,32253930787,OLIGO,0,0,0,83,1305
6287,252123,200615,1536,4869287534,23268957685,INTERNEURON,256,0,0,339,1928
21143,358922,112873,1536,2063588575,2674013346,PYRAMIDAL,0,0,0,339,822
27308,301193,53819,1536,547041088,9557757657,PYRAMIDAL,0,0,0,596,799
15845,302057,120118,1536,2745033206,29399201556,ASTROCYTE,0,0,0,341,1198
24108,397617,165807,1536,4160074444,4364064364,PYRAMIDAL,0,0,0,341,800
26794,341320,74872,1536,1203138233,10257729263,ASTROCYTE,0,0,0,341,720
14350,266504,121924,1536,11841996083,29470804792,UNKNOWN0,0,0,0,86,1399
18389,339660,93155,1536,2353025134,19734449853,INTERNEURON,0,0,0,342,832
30393,130525,181272,1536,4952016949,31431458154,UNKNOWN0,0,0,0,87,2325
26541,367560,81130,1536,1597088213,19240497818,MG_OPC,0,0,0,88,604
13154,297859,173257,1536,4797027763,22353372690,INTERNEURON,0,0,0,344,1505
3871,230611,135488,1536,3455779919,21084662912,ASTROCYTE,0,0,0,345,1659
18342,320552,92377,1536,1828397082,10810289295,ASTROCYTE,0,0,0,346,936
21917,385833,188949,1536,4902387959,4974940920,PYRAMIDAL,0,0,0,1114,968
46891,481403,193394,1536,0,0,UNKNOWN0,0,0,0,91,272
37035,99891,241914,1536,6872559298,33468457073,UNKNOWN0,0,2,0,347,2835
9652,311257,203346,1536,5336665548,5351208531,PYRAMIDAL,0,0,0,348,1550
39910,382485,49516,1536,695140502,18149116370,INTERNEURON,0,0,2,348,343
41612,431026,203398,1536,32183933393,32198504999,MG_OPC,0,0,0,93,679
22696,317608,62970,1536,1187734446,9980339331,INTERNEURON,0,0,0,349,775
32187,112508,210115,1536,5664151371,23555400750,UNKNOWN2,0,0,0,1117,2575
39637,443809,121353,1536,2371012934,29447618743,ASTROCYTE,0,0,0,94,303
42112,356722,86218,1536,1771482227,19443890457,MG_OPC,0,0,0,95,695
12893,199338,270619,1536,7705575849,34403460988,ASTROCYTE,0,0,0,351,2594
6281,257527,207948,1536,5304821138,5902440893,UNKNOWN2,3,0,0,863,1930
20292,290101,87418,1536,1536361435,1725649470,PYRAMIDAL,0,0,0,863,1066
13398,342919,205906,1536,5759642428,32268341896,OLIGO,0,0,0,96,1336
3048,197070,197399,1536,5259821610,31943236201,ASTROCYTE,0,0,0,352,2217
14853,307495,127461,1536,2948993175,3181646591,INTERNEURON,0,0,0,353,1208
7046,203999,120693,1536,3019166656,20574166939,PYRAMIDAL,0,0,0,1121,1666
42800,415517,151828,1536,21512982894,30451086915,OLIGO,0,0,0,98,621
27636,298994,60309,1536,634137588,736329067,INTERNEURON,0,0,0,354,851
21520,357693,131839,1536,2571922378,3008508232,PYRAMIDAL,0,0,0,1378,924
26542,367883,82181,1536,1611848705,19313298332,MG_OPC,0,0,0,99,608
39875,362718,57803,1536,941926617,27334123658,MG_OPC,0,0,0,99,502
647,180348,140387,1536,3687482848,30064759639,INTERNEURON,0,0,0,355,1889
1045,193280,154854,1536,12800419479,30545555407,UNKNOWN0,0,0,0,100,1948
40337,97800,287777,1536,8168049812,34996889658,ASTROCYTE,0,0,0,100,3202
27301,309134,48783,1536,590742814,663646017,PYRAMIDAL,0,0,0,356,728
12864,218171,256148,1536,7327966047,7517005083,MG_OPC,0,0,0,101,2406
33149,173633,161974,1536,4298287456,30792370906,MG_OPC,0,0,0,101,2069
23167,311698,58553,1536,576024466,969142676,PYRAMIDAL,0,0,0,357,778
43104,458075,231824,1536,24294867693,33131070868,ASTROCYTE,0,0,0,102,540
25204,357579,206587,1536,5469125788,14421773228,INTERNEURON,16,0,0,358,1232
21142,362851,110772,1536,1524667312,2441170578,PYRAMIDAL,0,0,0,870,787
8279,251883,128495,1536,2903613301,2932714251,PYRAMIDAL,0,2,0,1126,1513
14278,278634,123705,1536,20693224254,20693239049,MG_OPC,0,0,0,103,1347
38591,449839,187102,1536,5253703975,5253703975,ASTROCYTE,0,0,0,103,492
